"report","report_sourcelink","tox_monograph","tox_monograph_sourcelink","specification","specification_sourcelink","synonyms","cas_number","functional_class","evaluation_year","chemical_names","jecfa_number","coe_number","fema_number","jecfa_name","url","fas"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","https://www.who.int/publications/i/item/9789240004580","FAS 77 JECFA 86/379","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-FURFURYLIDENEPHENYLACETALDEHYDE","65545-81-5","Flavouring AgentFLAVOURING_AGENT","2018","3-(2-FURYL)-2-PHENYLPROP-2-ENAL","1502","13137","3586","2-FURFURYLIDENEPHENYLACETALDEHYDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5478",""
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","ACETYLFURAN; METHYL 2-FURYL KETONE","1192-62-7","Flavouring AgentFLAVOURING_AGENT","2018","2-ACETYLFURAN","1503","13054","3163","2-FURYL METHYL KETONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5479","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","1-(2-FURYL)-3-BUTANONE; 4-(2-FURYL)-2-BUTANONE; FURFURYLACETONE","699-17-2","Flavouring AgentFLAVOURING_AGENT","2018","1-(2-FURYL)BUTAN-3-ONE","1510","13138","4120","1-(2-FURYL)BUTAN-3-ONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5480","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","1-(2-FURYL)-3-BUTANONE; 4-(2-FURYL)-2-BUTANONE; FURFURYLACETONE","699-17-2","Flavouring AgentFLAVOURING_AGENT","2018","1-(2-FURYL)BUTAN-3-ONE","1510","13138","4120","FURFURYLACETONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5481","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","FURYLIDENE ACETONE; FURFURAL ACETONE","623-15-4","Flavouring AgentFLAVOURING_AGENT","2018","4-(2-FURYL)BUT-3-EN-2-ONE","1511","13044","2495","4-(2-FURYL)-3-BUTEN-2-ONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5482","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","FURYLIDENE ACETONE; FURFURAL ACETONE","623-15-4","Flavouring AgentFLAVOURING_AGENT","2018","4-(2-FURYL)BUT-3-EN-2-ONE","1511","13044","2495","FURFURAL ACETONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5483","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-FURYL PENTYL KETONE","14360-50-0","Flavouring AgentFLAVOURING_AGENT","2018","2-HEXANOYLFURAN","1512","1307","3418","PENTYL 2-FURYL KETONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5484","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","2-FURYL PENTYL KETONE","14360-50-0","Flavouring AgentFLAVOURING_AGENT","2018","2-HEXANOYLFURAN","1512","1307","3418","2-HEXANOYLFURAN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5485","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","ETHYL 2-FURANPROPIONATE; ETHYL FURFURYLACETATE; ETHYL FURYLPROPIONATE","10031-90-0","Flavouring AgentFLAVOURING_AGENT","2018","ETHYL 3(2-FURYL)PROPIONATE","1513","13022","2435","ETHYL 3-(2-FURYL)PROPANOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5486","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","ISOBUTYL 2-FURANPROPIONATE; ISOBUTYL FURYLPROPIONATE; ISOBUTYL 3-(2-FURYL)PROPANOATE","105-01-1","Flavouring AgentFLAVOURING_AGENT","2018","2-METHYLPROPYL 3-(2-FURYL)PROPANOATE","1514","13024","2198","ISOBUTYL 3-(2-FURAN)PROPIONATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5487","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","ISOBUTYL 2-FURANPROPIONATE; ISOBUTYL FURYLPROPIONATE; ISOBUTYL 3-(2-FURYL)PROPANOATE","105-01-1","Flavouring AgentFLAVOURING_AGENT","2018","2-METHYLPROPYL 3-(2-FURYL)PROPANOATE","1514","13024","2198","2-METHYLPROPYL 3-(2-FURYL)PROPANOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5488","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","ISOAMYL 2-FURANPROPIONATE; 3-METHYLBUTYL 3(2-FURYL)PROPIONATE; 2-ISOAMYL FURFURYLACETATE","7779-67-1","Flavouring AgentFLAVOURING_AGENT","2018","3-METHYLBUTYL 3-(2-FURAN)PROPANOATE","1515","13023","2071","ISOAMYL 3-(2-FURAN)PROPIONATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5489","77 JECFA 86"
""">TRS 1014-JECFA 86/84","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=96","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","FAO JECFA Monographs 22/99","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=110","ISOAMYL 2-FURANPROPIONATE; 3-METHYLBUTYL 3(2-FURYL)PROPIONATE; 2-ISOAMYL FURFURYLACETATE","7779-67-1","Flavouring AgentFLAVOURING_AGENT","2018","3-METHYLBUTYL 3-(2-FURAN)PROPANOATE","1515","13023","2071","3-METHYLBUTYL 3-(2-FURAN)PROPANOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5490","77 JECFA 86"
"TRS 974-JECFA 76","http://www.who.int/iris/bitstream/10665/77752/1/WHO_TRS_974_eng.pdf","FAS 77 JECFA 86/379","https://www.who.int/publications/i/item/9789240004580 ","Compendium of FAO food additive specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-flav/en/","ISOPENTYL 2-FURANBUTYRATE; alpha-ISOAMYL FURFURYLPROPIONATE; 3-METHYLBUTYL 2-FURANBUTYRATE","7779-66-0","Flavouring AgentFLAVOURING_AGENT","2018","3-METHYLBUTYL 4-(2-FURAN)BUTANOATE","1516","13021","2070","ISOAMYL 4-(2-FURAN)BUTYRATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5491","77 JECFA 86"
""">RS 952-JECFA 69/153","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/135","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=133","ETHYL 2-(METHYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","ETHYL N-METHYL-2-AMINOBENZOATE","1546","9765","4116","ETHYL N-METHYLANTHRANILATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5492",""
""">RS 952-JECFA 69/153","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/135","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=133","ETHYL 2-(METHYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","ETHYL N-METHYL-2-AMINOBENZOATE","1546","9765","4116","ETHYL N-METHYL-2-AMINOBENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5493",""
""">TRS 952-JECFA 69","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","ETHYL o-(ETHYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","ETHYL N-ETHYL-2-AMINOBENZOATE","1547","9764","4115","ETHYL N-ETHYLANTHRANILATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5494","56"
""">TRS 952-JECFA 69","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","ETHYL o-(ETHYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","ETHYL N-ETHYL-2-AMINOBENZOATE","1547","9764","4115","ETHYL N-ETHYL-2-AMINOBENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5495","56"
""">TRS 934-JECFA 65/54","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","ISOBUTYL 2-(METHYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","2-METHYLPROPYL N-METHYL-2-AMINOBENZOATE","1548","9769","4149","ISOBUTYL N-METHYLANTHRANILATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5496","56"
""">TRS 934-JECFA 65/54","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","METHYL 2-(FORMYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","METHYL N-FORMYL-2-AMINOBENZOATE","1549","965","4171","METHYL N-FORMYLANTHRANILATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5497","56"
""">TRS 934-JECFA 65/54","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","METHYL 2-(FORMYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","METHYL N-FORMYL-2-AMINOBENZOATE","1549","965","4171","METHYL N-FORMYL-2-AMINOBENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5498","56"
""">TRS 934-JECFA 65/54","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","METHYL 2-(ACETYLAMINO)BENZOATE; METHYL 2-ACETAMIDOBENZOATE; o-ACETAMIDOBENZOIC ACID METHYL ESTER",NA,"Flavouring AgentFLAVOURING_AGENT","2008","METHYL N-ACETYL-2-AMINOBENZOATE","1550","9649","4170","METHYL N-ACETYLANTHRANILATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5499","56"
""">TRS 934-JECFA 65/54","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","METHYL 2-(ACETYLAMINO)BENZOATE; METHYL 2-ACETAMIDOBENZOATE; o-ACETAMIDOBENZOIC ACID METHYL ESTER",NA,"Flavouring AgentFLAVOURING_AGENT","2008","METHYL N-ACETYL-2-AMINOBENZOATE","1550","9649","4170","METHYL N-ACETYL-2-AMINOBENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5500","56"
"TRS 952-JECFA 69","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/62","http://www.fao.org/ag/agn/jecfa-additives/search.html","METHYL 2-(DIMETHYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","METHYL N,N-DIMETHYL-2-AMINOBENZOATE","1551","9648","4169","METHYL N,N-DIMETHYLANTHRANILATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5501","56"
"TRS 952-JECFA 69","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/62","http://www.fao.org/ag/agn/jecfa-additives/search.html","METHYL 2-(DIMETHYLAMINO)BENZOATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","METHYL N,N-DIMETHYL-2-AMINOBENZOATE","1551","9648","4169","METHYL N,N-DIMETHYL-2-AMINOBENZOATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5502","56"
""">TRS 934-JECFA 65/54","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","2-BENZOYLAMINOBENZOIC ACID; DIANTHRAMID B; 2’-CARBOXYBENZANILIDE; N-(2-CARBOXYPHENYL)BENZAMIDE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","2-(BENZOYLAMINO)BENZOIC ACID","1552",NA,"4078","n-BENZOYLANTHRANILIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5503","56"
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","2,4,5-TRIMETHYLOXAZOLE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","TRIMETHYLOXAZOLE","1553","13169",NA,"TRIMETHYLOXAZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5504","56"
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","4-ETHYL-2,5-DIMETHYLOXAZOLE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","2,5-DIMETHYL-4-ETHYLOXAZOLE","1554","13118",NA,"2,5-DIMETHYL-4-ETHYLOXAZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5505","56"
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","4-ETHYL-2,5-DIMETHYLOXAZOLE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","2,5-DIMETHYL-4-ETHYLOXAZOLE","1554","13118",NA,"4-ETHYL-2,5-DIMETHYLOXAZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5506","56"
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2008","4,5-DIMETHYL-2-ETHYLOXAZOLE","1555","13091","3672","2-ETHYL-4,5-DIMETHYLOXAZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5507","56"
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2008","4,5-DIMETHYL-2-ETHYLOXAZOLE","1555","13091","3672","4,5-DIMETHYL-2-ETHYLOXAZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5508","56"
""">TRS 934-JECFA 65/64","RS 952-JECFA 69/153 http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2008","2-ISOBUTYL-4,5-DIMETHYLOXAZOLE","1556",NA,NA,"2-ISOBUTYL-4,5-DIMETHYLOXAZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5509",""
""">RS 952-JECFA 69/153","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","2-METHYLBENZOXAZOLE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","2-METHYL-4,5-BENZO-OXAZOLE","1557","13154",NA,"2-METHYL-4,5-BENZO-OXAZOLE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5510",""
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=166",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2008","2,4-DIMETHYL-3-OXAZOLINE","1558","13115",NA,"2,4-DIMETHYL-3-OXAZOLINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5511",""
"TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/43408/1/WHO_TRS_934_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","FAO JECFA Monographs 4- JECFA 68/   . R (2007)","http://www.fao.org/ag/agn/jecfa-additives/search.html","2,4,5-TRIMETHYL-2,5-DIHYDROOXAZOLE",NA,"Flavouring AgentFLAVOURING_AGENT","2005","2,4,5-TRIMETHYL-delta-3-OXAZOLINE","1559","13039","3525","2,4,5-TRIMETHYL-delta-3-OXAZOLINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5512","56"
"TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/43408/1/WHO_TRS_934_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/63","http://www.fao.org/ag/agn/jecfa-additives/search.html","ALLYL ISOSULFOCYANATE; ALLYL THIOCARBONIMIDE; 2-PROPENYL ISOTHIOCYANATE",NA,"Flavouring AgentFLAVOURING_AGENT","2005","ALLYL ISOTHIOCYANATE","1560","12025","2034","ALLYL ISOTHIOCYANATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5513","56"
""">RS 952-JECFA 69/154","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137"," ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","BUTYL MUSTARD OIL",NA,"Flavouring AgentFLAVOURING_AGENT","2008","BUTYL ISOTHIOCYANATE","1561","12107","4082","BUTYL ISOTHIOCYANATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5514",""
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","BENZYL MUSTARD OIL",NA,"Flavouring AgentFLAVOURING_AGENT","2008","BENZYL ISOTHIOCYANATE","1562","12102",NA,"BENZYL ISOTHIOCYANATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5515",""
""">TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf#page=167",""">FAS 60-JECFA 69/629","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf#page=636",""">FAO JECFA Monographs 5/137","ftp://ftp.fao.org/docrep/fao/011/i0345e/i0345e.pdf#page=135","ISOTHIOCYANIC ACID, PHENETHYL ESTER; beta-PHENETHYL ISOTHIOCYANATE; 2-PHENYLETHYL ISOTHIOCYANATE",NA,"Flavouring AgentFLAVOURING_AGENT","2008","PHENETHYL ISOTHIOCYANATE","1563","12193","4014","PHENETHYL ISOTHIOCYANATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5516",""
"TRS 934-JECFA 65/64","http://apps.who.int/iris/bitstream/10665/43408/1/WHO_TRS_934_eng.pdf","FAS 56-JECFA 65","http://apps.who.int/iris/bitstream/10665/43407/1/9241660562_eng.pdf","COMPENDIUM ADDENDUM 13/FNP 52 Add. 13/64","http://www.fao.org/ag/agn/jecfa-additives/search.html","3-METHYLMERCAPTOPROPYL ISOTHIOCYANATE",NA,"Flavouring AgentFLAVOURING_AGENT","2005","3-(METHYLTHIO)PROPYL ISOTHIOCYANATE","1564","1203","3312","3-METHYLTHIOPROPYL ISOTHIOCYANATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/5517","56"
